ID,predicted_price
PU-245,1.5073565
PU-246,2.3906195
PU-247,0.98689187
PU-248,0.9455392
PU-249,1.1614633
PU-250,3.0813265
PU-251,3.2354565
PU-252,3.6296084
PU-253,1.2276431
PU-254,2.1444356
PU-255,2.1990247
PU-256,2.6188731
PU-257,1.5616688
PU-258,3.4392383
PU-259,1.7694265
PU-260,2.7911952
PU-261,1.4253526
PU-262,2.2560058
PU-263,1.723523
PU-264,1.7388703
PU-265,1.0619453
PU-266,3.4502733
PU-267,2.9551837
PU-268,1.9933693
PU-269,2.6884606
PU-270,1.6708885
PU-271,3.9073374
PU-272,2.205647
PU-273,2.0686393
PU-274,3.0257971
PU-275,3.346934
PU-276,2.408146
PU-277,1.7446371
PU-278,1.1109953
PU-279,2.0810454
PU-280,1.3239334
PU-281,1.2007565
PU-282,1.7351986
PU-283,1.1122015
PU-284,2.069082
PU-285,1.7019961
PU-286,3.3943784
PU-287,1.9515973
PU-288,1.1118182
PU-289,1.2163185
PU-290,1.0327779
PU-291,2.270455
PU-292,3.3434947
PU-293,0.9578683
PU-294,1.849416
PU-295,4.4575267
PU-296,1.471747
PU-297,1.0702846
PU-298,1.1530886
PU-299,1.9681133
PU-300,2.5582492
PU-301,0.9981762
PU-302,1.4253274
PU-303,1.0757141
PU-304,2.6741986
PU-305,1.7045534
PU-306,2.2492402
PU-307,5.508147
PU-308,1.2934715
PU-309,2.1510847
PU-310,4.495754
PU-311,4.403828
PU-312,4.2155843
PU-313,4.005374
PU-314,2.955475
PU-315,3.963929
PU-316,1.7674147
PU-317,1.5913985
PU-318,1.1413364
PU-319,2.0695977
PU-320,1.2486149
PU-321,1.9793285
PU-322,1.4259965
PU-323,3.850374
PU-324,1.0610425
PU-325,2.4926138
PU-326,2.4913416
PU-327,2.9891849
PU-328,1.33917
PU-329,2.3056633
PU-330,3.3502517
PU-331,1.7178348
PU-332,2.2057033
PU-333,2.734179
PU-334,1.4362316
PU-335,0.93932384
PU-336,1.336347
PU-337,2.3560216
PU-338,2.115906
PU-339,2.9164546
PU-340,1.1664764
PU-341,1.3057688
PU-342,0.87797606
PU-343,1.1352783
PU-344,1.015533
PU-345,2.579784
PU-346,1.258029
PU-347,0.9883318
PU-348,0.8477003
PU-349,2.5232642
PU-350,0.96337146
PU-351,2.7697318
PU-352,1.8649206
PU-353,1.6110586
PU-354,1.7135016
PU-355,1.2027683
PU-356,3.519781
PU-357,1.3362771
PU-358,1.8918419
PU-359,1.9314924
PU-360,3.2591133
PU-361,0.95479006
PU-362,1.1492575
PU-363,1.0207222
PU-364,1.3095635
PU-365,2.3005826
PU-366,6.7480955
PU-367,2.9762406
PU-368,1.488822
PU-369,1.2436467
PU-370,3.8023086
PU-371,2.1699932
PU-372,1.8389373
PU-373,1.7724682
PU-374,2.1997087
PU-375,1.23057
PU-376,4.105732
PU-377,1.4141227
PU-378,2.3537061
PU-379,2.0025527
PU-380,1.7801794
PU-381,2.458981
PU-382,2.2783206
PU-383,1.5929147
PU-384,5.4033055
PU-385,1.6380507
PU-386,1.2006165
PU-387,1.048118
PU-388,1.073914
PU-389,1.1697387
PU-390,1.1885349
PU-391,1.7170379
PU-392,1.5473248
PU-393,4.2404294
PU-394,1.4860979
PU-395,1.6456794
PU-396,2.5531745
PU-397,2.9560661
PU-398,1.0186467
PU-399,1.6293126
PU-400,1.1553531
PU-401,1.3855846
PU-402,1.594195
PU-403,1.0840672
PU-404,1.3264802
PU-405,3.3857763
PU-406,1.7445562
PU-407,1.8299127
PU-408,2.2932048
PU-409,1.026284
PU-410,1.7302688
PU-411,3.3463914
PU-412,1.8805196
PU-413,1.7573473
PU-414,1.8803464
PU-415,1.8446615
PU-416,1.1177673
PU-417,1.0579926
PU-418,2.3679173
PU-419,1.8571988
PU-420,0.7612289
PU-421,1.8906578
PU-422,3.0714467
PU-423,0.8434554
PU-424,1.7203903
PU-425,1.8137945
PU-426,1.1598421
PU-427,1.4451227
PU-428,1.486058
PU-429,1.4129263
PU-430,1.4105048
PU-431,3.5819113
PU-432,1.7069908
PU-433,4.0881414
PU-434,2.0226548
PU-435,1.421572
PU-436,1.6625862
PU-437,2.6698833
PU-438,2.260736
PU-439,1.9057906
PU-440,2.0861406
PU-441,1.6537364
PU-442,1.476344
PU-443,3.071534
PU-444,1.758082
PU-445,1.0940965
PU-446,4.327831
PU-447,4.6585994
PU-448,3.503529
PU-449,1.0038657
PU-450,0.99300957
PU-451,1.2076558
PU-452,1.1941384
PU-453,0.9472227
PU-454,2.22207
PU-455,1.9559549
PU-456,4.078748
PU-457,1.6812576
PU-458,1.3561484
PU-459,1.4889627
PU-460,1.5841836
PU-461,2.1515493
PU-462,1.9084694
PU-463,1.2202101
PU-464,1.2609746
PU-465,2.646142
PU-466,0.997427
PU-467,2.4964805
PU-468,1.4377168
PU-469,1.3285539
PU-470,2.1861775
PU-471,1.2048051
PU-472,1.6088924
PU-473,1.5361794
PU-474,1.9661049
PU-475,1.8011876
PU-476,1.0835822
PU-477,1.2500377
PU-478,1.4697951
PU-479,1.308206
PU-480,0.8953832
PU-481,1.2426947
PU-482,2.3947196
PU-483,2.3111618
PU-484,1.6311228
PU-485,1.2608324
PU-486,1.0596653
PU-487,2.465712
PU-488,1.0440667
PU-489,2.2133381
PU-490,3.0310602
PU-491,2.136611
PU-492,1.9439578
PU-493,0.9655253
PU-494,1.0853796
PU-495,1.6667238
PU-496,2.3267148
PU-497,1.6516184
PU-498,1.6947547
PU-499,1.6783366
PU-500,1.7462419
PU-501,4.500881
PU-502,2.3004243
PU-503,1.3868657
PU-504,1.8582196
PU-505,2.0156803
PU-506,1.9872726
PU-507,1.2040892
PU-508,1.4498202
PU-509,1.5729653
PU-510,4.042902
PU-511,1.4813931
PU-512,2.661082
PU-513,1.4621385
PU-514,1.1066718
PU-515,2.015527
PU-516,1.2873363
PU-517,1.0373348
PU-518,1.0884498
PU-519,1.839505
PU-520,3.523194
PU-521,1.6167645
PU-522,1.399809
PU-523,1.6022851
PU-524,3.484432
PU-525,3.1255958
PU-526,4.7005005
PU-527,2.4896417
PU-528,1.3396008
PU-529,1.5743216
PU-530,0.96707773
PU-531,2.3141656
PU-532,2.2124398
PU-533,2.0374131
PU-534,1.6919706
PU-535,1.824561
PU-536,1.8001573
PU-537,1.9463799
PU-538,1.5681539
PU-539,1.2294945
PU-540,1.347566
PU-541,0.9975585
PU-542,1.0396683
PU-543,2.0531833
PU-544,1.5410084
PU-545,1.1770816
PU-546,4.2714343
PU-547,2.1937907
PU-548,1.632799
PU-549,1.8427396
PU-550,1.1696662
PU-551,2.4954827
PU-552,1.6397927
PU-553,3.50058
PU-554,1.5699687
PU-555,1.2306775
PU-556,4.197782
PU-557,1.1560494
PU-558,1.4602873
PU-559,2.1692793
PU-560,1.9620715
PU-561,1.8157125
PU-562,2.4194496
PU-563,2.8235085
PU-564,4.5369973
PU-565,1.9672254
PU-566,3.6921897
PU-567,2.991567
PU-568,1.5435086
PU-569,2.6438448
PU-570,1.5107195
PU-571,3.378348
PU-572,2.4336553
PU-573,1.5581975
PU-574,4.1517596
PU-575,1.8752786
PU-576,1.1580808
PU-577,0.94508207
PU-578,1.1816155
PU-579,2.130021
PU-580,2.7934277
PU-581,1.4423718
PU-582,1.4477098
PU-583,1.7822559
PU-584,2.0673945
PU-585,1.6977539
PU-586,1.3799186
PU-587,3.2355676
PU-588,2.25527
PU-589,2.2837489
PU-590,1.1121324
PU-591,3.291374
PU-592,1.372096
PU-593,2.9898765
PU-594,1.4196633
PU-595,1.7677236
PU-596,2.4461038
PU-597,1.0772784
PU-598,1.0990771
PU-599,1.0139515
PU-600,3.3016567
PU-601,1.107504
PU-602,2.1616738
PU-603,1.1806237
PU-604,1.4062852
PU-605,1.4649844
PU-606,2.1574388
PU-607,2.9478395
PU-608,3.5752466
PU-609,4.8115673
PU-610,3.2552717
PU-611,3.0282474
PU-612,1.9943544
PU-613,2.6948962
PU-614,1.4576273
PU-615,2.3401115
PU-616,1.8323246
PU-617,1.4500911
PU-618,1.6879331
PU-619,1.2129247
PU-620,1.5378745
PU-621,1.0552639
PU-622,1.244929
PU-623,2.0327818
PU-624,1.3581792
PU-625,1.430374
PU-626,7.965887
PU-627,1.8192129
PU-628,1.5494905
PU-629,2.068096
PU-630,2.0988965
PU-631,2.9846108
PU-632,0.87552553
PU-633,0.7720142
PU-634,0.92316186
PU-635,1.8808292
PU-636,1.5641098
PU-637,1.0992188
PU-638,1.8422195
PU-639,3.9709775
PU-640,1.2678733
PU-641,2.562496
PU-642,4.173901
PU-643,2.995498
PU-644,1.093884
PU-645,3.3166654
PU-646,1.0493654
PU-647,1.2971945
PU-648,1.3784751
PU-649,2.6729686
PU-650,2.8278506
PU-651,2.7666683
PU-652,1.8785417
PU-653,1.8553573
PU-654,2.4053566
PU-655,1.5026438
PU-656,2.1674235
PU-657,1.7452732
PU-658,1.6778336
PU-659,1.9230762
PU-660,1.9211334
PU-661,3.314095
PU-662,2.0368624
PU-663,0.8672643
PU-664,1.3703529
PU-665,2.7082758
PU-666,1.7099661
PU-667,1.1946365
PU-668,1.0416318
PU-669,1.0684537
PU-670,1.7017088
PU-671,2.1139479
PU-672,2.0239763
PU-673,1.4706674
PU-674,3.0070858
PU-675,1.3901081
PU-676,1.8364986
PU-677,2.3513703
PU-678,2.1503384
PU-679,2.120087
PU-680,2.350693
PU-681,2.627126
PU-682,1.7057983
PU-683,1.4140309
PU-684,5.254722
PU-685,2.5641873
PU-686,1.4770317
PU-687,2.536823
PU-688,1.5559429
PU-689,2.5310416
PU-690,2.7497895
PU-691,2.853159
PU-692,1.4324954
PU-693,1.451164
PU-694,1.6887724
PU-695,2.927093
PU-696,2.561125
PU-697,0.7090364
PU-698,2.0622241
PU-699,2.5083117
PU-700,5.2035513
PU-701,1.0886648
PU-702,4.5946283
PU-703,1.6612755
PU-704,1.977728
PU-705,1.8740214
PU-706,1.9111934
PU-707,1.8999082
PU-708,1.297127
PU-709,1.3891336
PU-710,3.1067421
PU-711,1.6070971
PU-712,0.79151046
PU-713,1.7272948
PU-714,1.5106132
PU-715,1.7602261
PU-716,1.1101032
PU-717,2.6405294
PU-718,1.8207213
PU-719,1.0412034
PU-720,3.919452
PU-721,3.0391018
PU-722,2.618174
PU-723,1.5644771
PU-724,2.1391191
PU-725,1.7409048
PU-726,6.7758403
PU-727,1.2703925
PU-728,1.4955515
PU-729,1.888476
PU-730,1.1142445
PU-731,1.861165
PU-732,0.9524058
PU-733,3.04469
PU-734,2.676218
PU-735,2.2688267
PU-736,2.638722
PU-737,1.3201572
PU-738,1.1251335
PU-739,2.4172108
PU-740,1.7737199
PU-741,3.1434228
PU-742,2.7776504
PU-743,0.88034135
PU-744,3.207308
PU-745,1.5335928
PU-746,2.635914
PU-747,1.1094897
PU-748,2.6463408
PU-749,1.1643326
PU-750,1.051983
PU-751,2.767041
PU-752,3.7124994
PU-753,2.1947901
PU-754,2.0739202
PU-755,1.45733
PU-756,1.277235
PU-757,0.9923246
PU-758,4.2780457
PU-759,1.3152893
PU-760,2.6002328
PU-761,0.9475777
PU-762,0.74631244
PU-763,0.91858685
PU-764,2.1555321
PU-765,2.265438
PU-766,1.537678
PU-767,0.9394102
PU-768,1.4609456
PU-769,1.0171437
PU-770,2.62153
PU-771,1.1756847
PU-772,2.6561494
PU-773,4.067072
PU-774,1.873916
PU-775,1.8047439
PU-776,1.1099048
PU-777,0.9610816
PU-778,0.8869078
PU-779,2.5638
PU-780,2.3066483
PU-781,1.3040586
PU-782,2.9365313
PU-783,1.2074623
PU-784,1.506453
PU-785,1.3109809
PU-786,1.4561565
PU-787,1.2498295
PU-788,2.167777
PU-789,0.9067233
PU-790,1.5250077
PU-791,4.12765
PU-792,1.8843042
PU-793,1.7953098
PU-794,2.5244575
PU-795,1.4045228
PU-796,1.623739
PU-797,1.4581372
PU-798,1.2127601
PU-799,1.7295139
PU-800,2.6864378
PU-801,1.7016739
PU-802,3.158485
PU-803,2.3501992
PU-804,1.0661137
PU-805,1.8257244
PU-806,1.1908122
PU-807,1.5579289
PU-808,0.890018
PU-809,1.8321235
PU-810,0.7437674
PU-811,0.9824985
PU-812,1.4826189
PU-813,4.313002
PU-814,1.4832907
PU-815,1.1027311
PU-816,2.9636533
PU-817,1.6088455
PU-818,3.7647247
PU-819,1.4038012
PU-820,1.0436251
PU-821,1.3599943
PU-822,2.8783066
PU-823,5.43826
PU-824,1.8842101
PU-825,1.8355936
PU-826,0.9173798
PU-827,0.97965145
PU-828,2.6240013
PU-829,1.3410102
PU-830,1.3538312
PU-831,1.3062991
PU-832,1.5989424
PU-833,1.374784
PU-834,1.3921497
PU-835,1.945258
PU-836,3.5243986
PU-837,1.4855404
PU-838,2.1068583
PU-839,2.7415311
PU-840,2.1486018
PU-841,4.5579348
PU-842,2.4044502
PU-843,1.8524649
PU-844,4.8946056
PU-845,3.1328816
PU-846,1.427611
PU-847,1.099228
PU-848,1.477884
PU-849,1.0750166
PU-850,1.1557448
PU-851,2.3034463
PU-852,2.4764838
PU-853,4.024828
PU-854,2.2511337
PU-855,1.4500155
PU-856,1.1451912
PU-857,4.760636
PU-858,0.96023375
PU-859,1.2263858
PU-860,1.4412955
PU-861,3.7132473
PU-862,2.0932298
PU-863,0.964014
PU-864,1.1900103
PU-865,1.0400838
PU-866,2.3914301
PU-867,0.9840683
PU-868,1.7557124
PU-869,1.7393249
PU-870,7.0907216
PU-871,2.1841073
PU-872,0.9719253
PU-873,1.8367555
PU-874,2.3148656
PU-875,3.909686
PU-876,2.239148
PU-877,1.8523332
PU-878,1.7662281
PU-879,1.097234
PU-880,1.8822731
PU-881,1.1496454
PU-882,3.028299
PU-883,2.4621232
PU-884,1.7835592
PU-885,3.1952693
PU-886,1.1501715
PU-887,1.9870417
PU-888,1.9171257
PU-889,0.91280013
PU-890,1.2813039
PU-891,1.5256393
PU-892,3.7169566
PU-893,1.2303442
PU-894,3.6378715
PU-895,1.684377
PU-896,2.2480764
PU-897,1.5405651
PU-898,1.2258668
PU-899,1.8537635
PU-900,1.1960979
PU-901,1.9430062
PU-902,3.529347
PU-903,1.1527358
PU-904,2.1156154
PU-905,2.2982368
PU-906,1.5967653
PU-907,1.1287506
PU-908,4.0090585
PU-909,1.4118272
PU-910,1.4043001
PU-911,1.4698397
PU-912,3.066674
PU-913,1.623667
PU-914,1.5622736
PU-915,1.7151976
PU-916,2.8583486
PU-917,1.0492866
PU-918,0.82771724
PU-919,1.5549338
PU-920,1.9947441
PU-921,1.3537998
PU-922,1.4538425
PU-923,0.979812
PU-924,1.5484531
PU-925,2.0009787
PU-926,3.6939669
PU-927,1.0949541
PU-928,4.853427
PU-929,3.9895914
PU-930,1.4860654
PU-931,1.8273774
PU-932,1.0538945
PU-933,3.9718235
PU-934,1.5907894
PU-935,2.2230208
PU-936,1.223118
PU-937,1.1383893
PU-938,2.4925487
PU-939,2.8634942
PU-940,2.5653093
PU-941,1.700525
PU-942,2.6673899
PU-943,1.3497161
PU-944,3.3370514
PU-945,1.9318726
PU-946,3.0291605
PU-947,2.1469517
PU-948,0.93985885
PU-949,3.0982492
PU-950,0.98959535
PU-951,2.4417593
PU-952,0.9465876
PU-953,1.3410457
PU-954,2.701625
PU-955,1.5584898
PU-956,4.3269467
PU-957,1.2403378
PU-958,2.1009576
PU-959,4.858645
PU-960,1.2107352
PU-961,2.0576448
PU-962,2.2943704
PU-963,1.3892889
PU-964,1.4472275
PU-965,2.5919588
PU-966,2.0908215
PU-967,1.5346013
PU-968,1.4315512
PU-969,1.8313197
PU-970,1.3323259
PU-971,2.6392846
PU-972,2.9470448
PU-973,2.06535
PU-974,1.5897074
PU-975,2.9244587
PU-976,1.2140508
PU-977,2.5140603
PU-978,3.698281
PU-979,1.6202517
PU-980,2.5215094
PU-981,3.300377
PU-982,1.0944011
PU-983,2.8482935
PU-984,3.8271494
PU-985,2.2602937
PU-986,2.120776
PU-987,1.5023823
PU-988,4.358387
PU-989,2.6821308
PU-990,1.6821318
PU-991,2.5180066
PU-992,1.19056
PU-993,1.8941523
PU-994,1.4136214
PU-995,3.5254803
PU-996,2.30016
PU-997,1.7704613
PU-998,1.5642656
PU-999,1.6510061
PU-1000,1.0174574
PU-1001,1.405027
PU-1002,1.9078109
PU-1003,3.2254322
PU-1004,1.1809155
PU-1005,2.6854696
PU-1006,3.6024032
PU-1007,1.4033514
PU-1008,2.0308583
PU-1009,1.0794796
PU-1010,1.1757203
PU-1011,1.1178561
PU-1012,2.513457
PU-1013,1.9332039
PU-1014,1.4556414
PU-1015,1.0909396
PU-1016,2.549494
PU-1017,1.7125626
PU-1018,0.98372215
PU-1019,2.1693192
PU-1020,3.1752625
PU-1021,1.0071132
PU-1022,2.5361524
PU-1023,0.97485584
PU-1024,1.4047132
PU-1025,1.6418746
PU-1026,1.2652836
PU-1027,0.85980636
PU-1028,2.6101012
PU-1029,2.4834802
PU-1030,1.9167745
PU-1031,1.3472553
PU-1032,3.201425
PU-1033,1.3646239
PU-1034,2.5668044
PU-1035,4.949693
PU-1036,1.6577843
PU-1037,3.522167
PU-1038,0.8723152
PU-1039,4.0944934
PU-1040,1.0405332
PU-1041,1.3423545
PU-1042,1.6798148
PU-1043,2.0922627
PU-1044,1.4125438
PU-1045,1.617071
PU-1046,1.6030186
PU-1047,1.2314472
PU-1048,2.9956064
PU-1049,1.216083
PU-1050,3.7944798
PU-1051,2.016709
PU-1052,1.5466409
PU-1053,2.418261
PU-1054,1.9989957
PU-1055,1.5678359
PU-1056,1.596241
PU-1057,1.548625
PU-1058,1.8967881
PU-1059,1.5269321
PU-1060,1.8904992
PU-1061,1.4459337
PU-1062,2.9207954
PU-1063,1.6652703
PU-1064,1.200111
PU-1065,1.3524771
PU-1066,1.8536183
PU-1067,1.2177143
PU-1068,1.555824
PU-1069,2.2627797
PU-1070,1.2397174
PU-1071,1.907312
PU-1072,1.5193532
PU-1073,1.8386335
PU-1074,2.9183419
PU-1075,0.96587974
PU-1076,2.240101
PU-1077,1.2917019
PU-1078,3.0682366
PU-1079,1.1400741
PU-1080,1.0119973
PU-1081,1.3149186
PU-1082,6.269588
PU-1083,1.4867908
PU-1084,1.0601183
PU-1085,1.9505978
PU-1086,1.9657266
PU-1087,1.0454078
PU-1088,3.6440334
PU-1089,2.0846996
PU-1090,1.7016964
PU-1091,1.8895656
PU-1092,4.800054
PU-1093,2.1685784
PU-1094,1.1329792
PU-1095,0.75704294
PU-1096,2.011699
PU-1097,2.213553
PU-1098,2.1665833
PU-1099,1.4199644
PU-1100,3.4589133
PU-1101,2.2422233
PU-1102,1.2927525
PU-1103,0.89759725
PU-1104,1.5232729
PU-1105,1.5669478
PU-1106,2.9573736
PU-1107,1.6250404
PU-1108,2.271771
PU-1109,1.0907854
PU-1110,1.1655633
PU-1111,4.415202
PU-1112,1.5146081
PU-1113,2.3685484
PU-1114,1.7367191
PU-1115,2.188985
PU-1116,1.9091731
PU-1117,1.6205063
PU-1118,4.1846538
PU-1119,0.9404036
PU-1120,3.1448812
PU-1121,1.1458644
PU-1122,2.180813
PU-1123,0.97339684
PU-1124,1.7036165
PU-1125,1.3539605
PU-1126,1.5552459
PU-1127,4.047921
PU-1128,2.756925
PU-1129,1.5233355
PU-1130,1.0806961
PU-1131,1.2527747
PU-1132,2.1672616
PU-1133,1.8650689
PU-1134,0.6743075
PU-1135,1.8146708
PU-1136,1.2319852
PU-1137,2.6459486
PU-1138,1.6244159
PU-1139,1.9526923
PU-1140,1.817924
PU-1141,3.011117
PU-1142,1.7068437
PU-1143,3.1162286
PU-1144,0.81991243
PU-1145,1.6536204
PU-1146,3.2497132
PU-1147,2.659339
PU-1148,1.7426707
PU-1149,1.3961676
PU-1150,1.8361048
PU-1151,3.0123267
PU-1152,1.7192951
PU-1153,4.7199817
PU-1154,1.7421185
PU-1155,1.1816949
PU-1156,2.2631342
PU-1157,1.3773136
PU-1158,1.1932504
PU-1159,2.0738914
PU-1160,2.2085474
PU-1161,2.4608982
PU-1162,1.8390106
PU-1163,2.5200362
PU-1164,2.801212
PU-1165,2.561102
PU-1166,1.3042628
PU-1167,0.8246346
PU-1168,1.129621
PU-1169,2.1742811
PU-1170,2.094543
PU-1171,1.5691348
PU-1172,4.0271297
PU-1173,1.5574275
PU-1174,1.119714
PU-1175,1.440287
PU-1176,1.8895099
PU-1177,1.7466702
PU-1178,2.4221663
PU-1179,2.16931
PU-1180,0.84337634
PU-1181,4.219706
PU-1182,1.853845
PU-1183,1.974774
PU-1184,4.093626
PU-1185,2.9692361
PU-1186,1.5637264
PU-1187,2.0452802
PU-1188,2.108818
PU-1189,1.892963
PU-1190,1.8426135
PU-1191,1.6922946
PU-1192,1.5942172
PU-1193,1.5196596
PU-1194,1.3720461
PU-1195,2.1032755
PU-1196,3.1541786
PU-1197,2.0577803
PU-1198,2.1590285
PU-1199,1.7119821
PU-1200,1.7093306
PU-1201,1.5326363
PU-1202,1.0320697
PU-1203,1.0796721
PU-1204,1.2816205
PU-1205,0.93681264
PU-1206,2.1294837
PU-1207,0.92820126
PU-1208,3.3705416
PU-1209,3.8720362
PU-1210,2.2159977
PU-1211,4.182353
PU-1212,1.785027
PU-1213,2.9515347
PU-1214,2.158395
PU-1215,1.4519492
PU-1216,2.0740213
PU-1217,1.780489
PU-1218,3.0027468
PU-1219,3.712615
PU-1220,0.98654217
PU-1221,1.0876008
PU-1222,0.77932954
PU-1223,1.0699656
PU-1224,3.0843627
PU-1225,1.7081047
PU-1226,1.4911267
PU-1227,1.738346
PU-1228,1.4850255
PU-1229,3.538963
PU-1230,1.1022414
PU-1231,1.3136451
PU-1232,1.2775875
PU-1233,0.78903365
PU-1234,1.4733056
PU-1235,2.8918417
PU-1236,1.3785102
PU-1237,1.7375944
PU-1238,2.1960225
PU-1239,3.1923993
PU-1240,1.0162958
PU-1241,2.2647028
PU-1242,1.5397811
PU-1243,0.9850233
PU-1244,3.675168
PU-1245,0.8386258
PU-1246,1.5317003
PU-1247,1.0010089
PU-1248,1.5184283
PU-1249,1.6982387
PU-1250,2.9119287
PU-1251,1.1330839
PU-1252,2.5982306
PU-1253,1.4587353
PU-1254,1.7585492
PU-1255,1.7668227
PU-1256,0.9207953
PU-1257,3.7651656
PU-1258,1.7382096
PU-1259,3.30657
PU-1260,1.1948533
PU-1261,2.676498
PU-1262,1.1593386
PU-1263,1.1257625
PU-1264,2.2182043
PU-1265,1.6678737
PU-1266,1.7298018
PU-1267,1.2215573
PU-1268,0.9288224
