lng,lat
120.1935984,22.99352088
120.2986429,22.60365305
120.1890827,22.99455567
120.1590364,23.00050268
120.2780428,22.60364912
120.4574406,23.12305598
120.2471925,23.18662392
120.1145926,23.16477557
120.2510106,23.30825477
120.4794694,23.3336333
119.7916424,23.39785152
120.1776627,23.23306627
120.218195,23.14064983
119.4765846,24.01267302
120.2658958,23.31415547
120.2628422,23.35938653
120.1950036,22.99296663
120.1796256,22.92645253
121.5146998,25.04836598
120.2952923,23.35043689
120.2986429,22.60365305
120.3001868,22.62306962
120.3003222,22.63114768
120.3013761,22.62054067
120.3152532,22.61821978
120.2915088,22.63752987
120.2966612,22.63215052
120.298105,22.62403743
120.2780428,22.60364912
120.3027538,22.63775388
120.2789761,22.62403188
120.3110151,22.61875128
120.3044013,22.61504157
120.2967602,22.64074337
120.3043495,22.62003418
120.2593656,22.60743182
120.4794043,22.88462237
120.7068495,23.12536668
120.3554638,22.62502117
120.268879,22.62548973
120.3792369,22.35316588
120.6372972,22.74299032
120.6978174,21.96978339
119.6534905,23.67505555
119.7194626,23.69870991
121.7556583,24.75855848
121.74429,24.58848123
121.8632263,24.58088536
121.7563641,24.68582644
121.6018546,23.97915236
121.6038288,23.97792648
119.6222669,23.29309214
121.591742,23.98487392
121.3137453,23.47547179
121.6044307,23.97436416
121.1612999,22.75186607
121.123285,22.76871558
121.0700954,22.94898757
120.3089428,22.60365404
121.1924598,23.11058661
118.3155519,24.43219433
118.3724182,24.49214671
120.1950036,22.99296663
119.4237033,23.57985119
119.5976431,23.77696374
120.2986429,22.60365305
120.2986429,22.60365305
119.4594021,24.39956536
119.9284811,26.19410413
119.9945641,26.22393797
119.971779,26.21884323
119.9827694,25.96183208
119.9302352,25.96633221
117.7677247,24.45211018
