lng,lat
120.8564594,24.98126155
120.0840781,23.44126066
123.0114252,41.08216992
121.3697412,25.08153108
121.3663825,25.07809247
120.2027718,23.00998937
121.3599044,25.07316013
121.3557906,25.06768333
121.3818063,25.08823408
120.854094,24.94352146
121.3436025,25.06590801
120.0840781,23.44126066
121.033263,24.97115096
120.7303409,24.15812027
120.0840781,23.44126066
120.0840781,23.44126066
121.3854195,25.07523548
121.6009227,25.05482483
120.0840781,23.44126066
121.39359,25.07228497
120.0840781,23.44126066
120.0840781,23.44126066
121.3351637,25.07543146
121.6163118,25.06828308
121.3868994,25.07679538
121.637856,25.22157477
121.4873349,25.16210918
121.6257424,25.22608111
121.425732,25.05731957
121.422209,25.04878868
120.0840781,23.44126066
121.2931377,24.93467392
121.429287,25.05539203
121.4293374,25.05886008
121.4301924,25.05861728
121.5006167,25.04471818
121.4973391,25.03601438
119.5404329,23.82069288
121.4946403,25.03274338
121.4966164,25.03450658
121.4993275,25.04034157
121.4973784,25.04158197
120.4212584,24.60973278
120.2627998,22.63469054
121.5001743,25.03844507
120.347752,22.58154057
121.4963075,25.03871178
121.4928616,25.03727308
120.190698,22.63466982
120.2873808,22.63338407
121.4910712,25.03415978
119.5794185,24.02651062
121.4902487,25.03396967
119.5847508,23.81707052
121.492067,25.03489488
121.4953071,25.02682897
121.4926596,25.02098278
121.4947957,25.02273637
120.5647086,24.22580098
121.4866159,25.03180438
121.4898103,25.02332787
121.4634672,25.00931993
121.4926459,25.03870247
121.5506547,25.10217907
121.5438214,25.09832487
121.4936566,25.1033589
121.5349286,25.10007338
119.5451256,23.82674979
121.5047721,25.04972288
121.5163397,25.05441447
121.5072499,25.07668928
121.5129363,25.07655618
121.511672,25.07658272
121.5130052,25.07481967
121.5151976,25.07110287
121.5131841,25.07031397
121.5137291,25.06689258
119.680694,23.86636708
121.5121771,25.06193898
121.5142681,25.05976887
119.5742128,23.85801277
119.5706387,23.83024753
121.5101173,25.06532047
121.5061904,25.05796947
121.5106535,25.05798648
121.5081569,25.05093957
119.5919482,23.86358402
121.5077714,25.05861028
121.5329363,25.03060422
121.5522756,25.01659913
121.5549234,25.01672018
121.5270033,25.02955568
121.5292027,25.02070197
121.5573514,25.01590878
121.5399835,25.02763268
121.5399439,25.02924267
121.5195888,25.07166617
120.3109943,22.63910188
121.5223255,25.07050917
121.5286531,25.06997867
121.5235362,25.05249997
121.5229486,25.05279288
120.2069524,23.01757228
121.5222568,25.07998358
121.519443,25.04818378
121.5365663,25.06346677
121.5457981,25.07915397
121.5514209,25.07730567
121.5572593,25.07683077
121.5649824,25.07734388
121.535633,25.07267597
120.2515369,22.63539475
121.4602891,25.00809997
120.3788413,24.57642902
121.5174965,25.04773408
121.5243803,25.04626873
121.516125,25.02317537
121.5256335,25.04177828
121.5282633,25.03910557
121.5261689,25.03489778
121.5293617,25.03519247
120.3657991,24.60786306
121.5073321,25.02629097
121.5177428,25.02703128
121.5295578,25.01626687
120.2403168,22.65142645
121.5147041,25.02674897
121.5573431,25.08923757
119.5576518,23.8469037
119.7727399,23.41016176
121.5751678,25.07541053
120.1362909,22.97772931
121.581427,25.05813638
121.5898159,25.06329057
121.5533154,25.06800417
121.5919081,25.08219098
121.5898154,25.06626118
121.5953059,25.06575327
120.0840781,23.44126066
121.5946125,25.08318817
121.6005891,25.08253508
119.7045842,24.35623044
121.5619514,25.07987397
121.5755278,25.07041327
121.6163118,25.06828308
121.5450254,25.07651746
121.5840418,25.06134473
121.5712661,25.06776297
121.5833569,25.07721838
121.5798172,25.07913142
121.5001178,25.10387388
120.0840781,23.44126066
121.5785473,25.05729048
121.6180775,25.07540347
120.0840781,23.44126066
121.5042733,25.09346641
120.0840781,23.44126066
121.5777125,25.07562418
121.5979291,25.07338328
121.5411339,24.99556348
121.5350164,24.99405058
121.5418759,25.00227727
121.5529325,25.00513067
120.9523107,24.90872412
121.5595699,25.00225882
121.5589091,25.00174048
121.5589474,25.00206628
121.5573776,24.98708758
121.5618049,24.98608848
121.5661078,25.00641698
121.5750232,25.00275498
121.5640377,25.00428888
121.5605595,25.00303548
121.5659764,25.00113167
121.567257,25.00288408
121.5652825,25.00488398
121.5779726,24.98506978
119.7763,23.5863533
121.5850409,24.98720188
121.585441,24.98725728
121.5871982,24.98670787
121.58449,24.98601997
121.5704436,25.00091647
121.5725184,24.99079718
121.5594138,24.99557289
121.5617589,25.00034928
121.5770983,24.98299688
121.5554401,24.98233098
121.4956333,24.82802492
121.5565374,24.98452817
121.5584161,24.98270667
121.5668585,24.98398317
121.544735,24.98767077
120.0840781,23.44126066
121.5682292,24.98664477
121.5608551,24.98367497
121.5532584,24.98611107
121.56202,24.98935667
121.5516407,24.98060028
121.5718464,25.00055873
121.5687531,24.99740998
121.5610481,25.00147657
121.5629311,25.00133637
121.5628024,25.00036858
121.5622693,25.00146332
121.5338807,25.00031408
121.5637029,25.00025527
121.5668858,24.99957733
120.0840781,23.44126066
121.0627365,24.96393979
121.5650152,24.98260877
121.5542726,24.97913778
119.6261419,23.77429227
121.5404117,24.99255548
120.0840781,23.44126066
121.5375712,24.99670397
121.533736,25.00050368
121.5337705,25.00280881
121.5208832,24.99700162
120.0840781,23.44126066
121.533355,25.00493358
121.5341705,25.00681267
121.5135543,25.02451382
121.539336,25.00068418
121.531923,25.00185843
121.5405752,24.99875103
121.5425428,25.00014557
121.5434644,24.99714538
121.5471101,24.99802898
119.7084748,23.83509671
121.5482651,25.00605598
120.0840781,23.44126066
120.0840781,23.44126066
121.5406345,25.15034536
121.5039728,25.13663958
121.5544124,25.16391308
120.0840781,23.44126066
121.5217257,25.12584978
120.0840781,23.44126066
121.5040857,25.12176747
121.5197701,25.11097958
121.5091824,25.12579397
121.5009551,25.11843997
120.0840781,23.44126066
121.5076961,25.12677198
121.5027891,25.14113797
121.5015871,25.13076263
121.4993896,25.13649907
121.4621105,25.11925836
121.5183907,25.10732267
120.0840781,23.44126066
120.3542581,22.61649797
121.5001411,25.11961798
119.5427934,24.06380457
121.5238894,25.12373287
121.5122486,25.14131028
121.5280235,25.13193283
121.483238,25.1376288
121.5220701,25.11419997
121.4633381,25.12795997
120.0840781,23.44126066
121.4611128,25.12358098
120.0840781,23.44126066
120.0840781,23.44126066
121.4969512,25.12922762
120.0840781,23.44126066
120.0840781,23.44126066
120.0840781,23.44126066
121.4812643,25.14103187
121.4991268,25.13557728
121.4963151,25.14180097
121.4905049,25.13555908
121.4932231,25.13411997
121.4792475,25.10023311
120.0840781,23.44126066
121.5064178,25.12108077
121.5161682,25.11526137
121.511716,25.11458748
121.5122465,25.11113758
121.5056831,25.11903798
121.5267951,25.12514697
121.4998932,25.12401197
121.4992751,25.12383697
119.5753743,23.88469926
121.4975872,25.13546678
120.0840781,23.44126066
120.3144704,24.30429042
120.0840781,23.44126066
121.4859934,25.14097407
121.4640834,25.11969998
121.4682584,25.11888888
120.0840781,23.44126066
120.0840781,23.44126066
120.0840781,23.44126066
120.0840781,23.44126066
121.5428948,25.05541578
121.5042733,25.08863841
121.4584489,25.06737935
121.5660171,25.05574697
121.5574031,25.05476467
120.0840781,23.44126066
121.5581234,25.06059827
121.5566534,25.05993627
121.5564613,25.05890657
121.5562786,25.06023157
121.5485802,25.06122588
121.5503551,25.05735407
121.5492491,25.05683598
121.5494953,25.05934968
121.5514662,25.05958301
121.5511153,25.05922471
121.5520641,25.05750537
121.5451347,25.06084058
121.5437889,25.05969237
121.5450853,25.05865888
121.5657805,25.05880138
121.5645641,25.06475497
120.9534242,24.96262765
119.5567294,24.01284435
121.5651001,25.05215797
121.5614521,25.05387697
120.1467724,22.99333136
120.0840781,23.44126066
121.5497095,25.05023129
121.5509272,25.05022187
121.5508759,25.04955107
121.5510163,25.04797558
121.5518756,25.04651538
120.663912,24.18772587
120.0840781,23.44126066
121.5433006,25.04998777
121.5438808,25.05329038
121.5588066,25.04726117
121.5628871,25.07192297
121.5696721,25.04206498
121.5544124,25.16391308
120.0840781,23.44126066
121.5217257,25.12584978
120.0840781,23.44126066
121.5040857,25.12176747
121.5197701,25.11097958
121.5091824,25.12579397
121.5009551,25.11843997
120.0840781,23.44126066
114.5223851,37.44122478
121.5076961,25.12677198
121.5027891,25.14113797
121.5015871,25.13076263
121.4993896,25.13649907
121.4621105,25.11925836
121.5183907,25.10732267
120.0840781,23.44126066
120.3542581,22.61649797
121.5001411,25.11961798
119.5427934,24.06380457
121.5238894,25.12373287
121.5122486,25.14131028
121.5280235,25.13193283
121.483238,25.1376288
121.5220701,25.11419997
121.4633381,25.12795997
120.0840781,23.44126066
121.4611128,25.12358098
120.0840781,23.44126066
120.0840781,23.44126066
121.4969512,25.12922762
120.0840781,23.44126066
120.0840781,23.44126066
120.0840781,23.44126066
121.4812643,25.14103187
121.4991268,25.13557728
121.4963151,25.14180097
121.4905049,25.13555908
121.4932231,25.13411997
121.4792475,25.10023311
120.0840781,23.44126066
121.5064178,25.12108077
121.5161682,25.11526137
121.511716,25.11458748
121.5122465,25.11113758
121.5056831,25.11903798
121.5267951,25.12514697
121.4998932,25.12401197
121.4992751,25.12383697
119.5753743,23.88469926
121.4975872,25.13546678
120.0840781,23.44126066
120.3144704,24.30429042
120.0840781,23.44126066
121.4859934,25.14097407
121.4640834,25.11969998
121.4682584,25.11888888
120.0840781,23.44126066
120.0840781,23.44126066
120.0840781,23.44126066
120.0840781,23.44126066
121.5428948,25.05541578
121.5042733,25.08863841
121.4584489,25.06737935
121.5660171,25.05574697
121.5574031,25.05476467
120.0840781,23.44126066
121.5581234,25.06059827
121.5566534,25.05993627
121.5564613,25.05890657
121.5562786,25.06023157
121.5485802,25.06122588
121.5503551,25.05735407
121.5492491,25.05683598
121.5494953,25.05934968
121.5514662,25.05958301
121.5511153,25.05922471
121.5520641,25.05750537
121.5451347,25.06084058
121.5437889,25.05969237
121.5450853,25.05865888
121.5657805,25.05880138
121.5645641,25.06475497
120.9534242,24.96262765
119.5567294,24.01284435
121.5651001,25.05215797
121.5614521,25.05387697
120.1467724,22.99333136
120.0840781,23.44126066
121.5497095,25.05023129
121.5509272,25.05022187
121.5508759,25.04955107
121.5510163,25.04797558
121.5518756,25.04651538
120.663912,24.18772587
120.0840781,23.44126066
121.5433006,25.04998777
121.5438808,25.05329038
121.5588066,25.04726117
121.5628871,25.07192297
121.5696721,25.04206498
